SEM_EXM_EXCH_ID,SEM_SEGMENT,SEM_SMST_SECURITY_ID,SEM_INSTRUMENT_NAME,SEM_EXPIRY_CODE,SEM_TRADING_SYMBOL,SEM_LOT_UNITS,SEM_CUSTOM_SYMBOL,SEM_EXPIRY_DATE,SEM_STRIKE_PRICE,SEM_OPTION_TYPE,SEM_TICK_SIZE,SEM_EXPIRY_FLAG,SEM_EXCH_INSTRUMENT_TYPE,SEM_SERIES,SM_SYMBOL_NAME
NSE,D,100166,OPTSTK,0,HINDZINC-Nov2026-760-CE,1225.0,HINDZINC 23 NOV 760 CALL,2026-11-23 14:30:00,760.0,CE,5.0,M,OP,,
NSE,D,100167,OPTSTK,0,HINDZINC-Nov2026-760-PE,1225.0,HINDZINC 23 NOV 760 PUT,2026-11-23 14:30:00,760.0,PE,5.0,M,OP,,
NSE,D,100168,OPTSTK,0,HINDZINC-Nov2026-780-CE,1225.0,HINDZINC 23 NOV 780 CALL,2026-11-23 14:30:00,780.0,CE,5.0,M,OP,,
NSE,D,100169,OPTSTK,0,HINDZINC-Nov2026-780-PE,1225.0,HINDZINC 23 NOV 780 PUT,2026-11-23 14:30:00,780.0,PE,5.0,M,OP,,
NSE,D,100170,OPTSTK,0,HINDZINC-Nov2026-800-CE,1225.0,HINDZINC 23 NOV 800 CALL,2026-11-23 14:30:00,800.0,CE,5.0,M,OP,,
NSE,D,100171,OPTSTK,0,HINDZINC-Nov2026-800-PE,1225.0,HINDZINC 23 NOV 800 PUT,2026-11-23 14:30:00,800.0,PE,5.0,M,OP,,
NSE,D,100172,OPTSTK,0,HINDZINC-Nov2026-840-CE,1225.0,HINDZINC 23 NOV 840 CALL,2026-11-23 14:30:00,840.0,CE,5.0,M,OP,,
NSE,D,100173,OPTSTK,0,HINDZINC-Nov2026-840-PE,1225.0,HINDZINC 23 NOV 840 PUT,2026-11-23 14:30:00,840.0,PE,5.0,M,OP,,
NSE,D,100174,OPTSTK,0,HYUNDAI-Oct2026-1320-CE,275.0,HYUNDAI 27 OCT 1320 CALL,2026-10-27 14:30:00,1320.0,CE,5.0,M,OP,,
NSE,D,100175,OPTSTK,0,PATANJALI-Sep2026-345-CE,1075.0,PATANJALI 29 SEP 345 CALL,2026-09-29 14:30:00,345.0,CE,5.0,M,OP,,
